ID,SEX,RACE,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
03610,M,Other,0,18900,82537,117610,DebtCon,Mgr,16,0,0,233.84853474,5,30,39.064892967
03611,M,White,0,19000,52157,157459,DebtCon,ProfExe,19,0,0,248.72353316,0,28,21.92019846
03612,M,Asian,0,19000,62356,92299,DebtCon,Office,0,0,0,60.294143175,0,23,34.816959504
03613,F,Black,0,19000,7524,28639,DebtCon,Other,,0,0,60.328252745,1,18,42.358461482
03614,F,White,0,19000,43479,78631,DebtCon,Other,1,,1,301.40369147,1,10,38.253096875
03615,F,White,0,19000,172108,195892,DebtCon,ProfExe,10,0,0,276.76334062,0,38,24.475689897
03616,M,White,0,19000,130291,168187,DebtCon,Office,3,0,0,140.68934288,0,20,24.788150207
03617,M,Black,0,19000,167104,200184,DebtCon,ProfExe,9,0,0,256.64834362,0,38,23.668678492
03618,M,Other,0,19000,22236,169461,HomeImp,Self,7,0,0,296.08019369,0,27,27.640018057
03619,F,White,0,19000,75673,100335,HomeImp,ProfExe,8,0,0,93.159544907,0,16,33.518480526
03620,M,Multiracial,0,19000,107199,132723,DebtCon,ProfExe,7,0,0,91.371931685,0,13,31.442611616
03621,F,Black,0,19000,57429,86250,DebtCon,Office,5,,,175.5,,16,
03622,F,Other,0,19000,47400,80000,DebtCon,Other,12,0,0,95.366666667,1,10,
03623,M,White,0,19000,43074,75700,Null,Null,,,,,,,
03624,F,White,0,19000,122000,158000,DebtCon,Office,2,,1,374.03333333,,52,
03625,M,Asian,0,19000,145800,190300,DebtCon,ProfExe,13,,,109.66666667,1,24,
03626,F,White,1,19000,42000,64000,DebtCon,Mgr,9,0,0,30.466666667,3,8,
03627,M,Black,1,19000,64758,119780,DebtCon,ProfExe,19,0,4,349,0,20,
03628,F,Black,1,19000,46300,72000,DebtCon,ProfExe,5,1,1,215.03333333,6,24,
03629,F,White,1,19000,171106,200000,DebtCon,Other,9.8,3,0,153.16666667,0,26,
03630,F,Asian,1,19000,93050,118000,DebtCon,Office,1,0,0,40.566666667,0,10,
03631,M,Multiracial,0,19000,104176,165086,Null,Other,,0,,254.74248035,,24,39.613205573
03632,M,Black,1,19000,105200,130000,HomeImp,Self,5,1,0,237.43333333,1,27,
03633,M,White,0,19000,165988,217000,DebtCon,Office,13,0,0,214.03333333,1,32,
03634,M,White,1,19000,100670,122581,DebtCon,Mgr,10,0,,81.252547416,0,27,41.863631054
03635,F,Multiracial,1,19000,24658,47027,HomeImp,Mgr,19,0,0,159.10522518,4,31,53.548195849
03636,F,White,1,19000,15100,23200,HomeImp,Other,3.2,1,1,64.9,3,21,
03637,M,White,0,19000,105729,172555,DebtCon,Office,6,0,0,216.43903593,4,23,41.046748124
03638,F,White,0,19000,42488,65636,DebtCon,Other,7,0,0,90.676444354,3,14,42.226716481
03639,F,White,0,19100,51994,66467,DebtCon,Other,7,0,0,100.18188768,3,15,41.155082612
03640,F,White,0,19100,31442,57151,DebtCon,Other,16,0,0,100.03263589,1,17,39.907041625
03641,F,Multiracial,0,19100,105111,176829,DebtCon,Office,6,0,0,211.40033751,4,24,41.413123846
03642,M,White,0,19100,46406,64413,DebtCon,Other,16,0,0,285.72525765,0,22,30.774536167
03643,M,White,0,19100,129111,197592,HomeImp,ProfExe,12,0,0,207.15517384,0,21,36.141777843
03644,F,White,0,19100,48730,115967,DebtCon,ProfExe,15,0,0,264.91508429,0,19,25.40820478
03645,F,White,0,19100,58453,76731,DebtCon,Other,15,1,0,203.14107643,1,21,36.228729628
03646,F,Other,0,19100,22094,61820,HomeImp,ProfExe,5,0,0,201.13547773,0,13,28.888876198
03647,M,Multiracial,0,19100,73217,93033,DebtCon,Other,1,2,1,113.69456607,2,26,36.384163815
03648,F,Other,0,19200,68902,98737,DebtCon,Office,1,0,0,166.81657408,4,19,33.035075976
03649,M,White,0,19200,54483,81690,DebtCon,Other,16,0,0,198.70251643,0,21,37.749426528
03650,F,Asian,1,19200,62334,91300,DebtCon,Mgr,8,0,1,92.333333333,4,13,
03651,M,White,0,19200,73339,95426,DebtCon,Office,1,0,0,169.97974973,4,19,33.299295759
03652,M,White,0,19200,101641,160839,Null,Other,,1,,260.83499293,,23,37.123604306
03653,M,Other,0,19200,83591,109772,HomeImp,ProfExe,4,0,0,101.49881202,1,25,37.077041528
03654,F,Multiracial,0,19200,96401,115545,DebtCon,ProfExe,7,0,0,128.71451378,1,20,22.187289994
03655,M,White,0,19200,153722,199812,DebtCon,ProfExe,13,,,121.94291622,0,24,29.802859083
03656,M,Other,0,19200,65206,13933,DebtCon,Other,7,,,57.59183135,0,16,42.50243535
03657,F,Black,0,19200,62215,76573,DebtCon,Other,18,0,0,199.87564576,1,21,36.02366277
03658,M,White,0,19200,32417,97000,HomeImp,Other,6,0,0,130.86666667,0,15,
03659,M,White,0,19200,57728,96552,DebtCon,Office,0,0,0,80.602363108,0,23,37.508103137
03660,M,White,0,19200,24430,128837,DebtCon,Other,9,0,0,355.79841245,1,10,41.147749222
03661,M,White,0,19200,31307,60202,DebtCon,ProfExe,18,0,0,170.5812991,1,20,35.600544953
03662,F,Asian,1,19300,109000,135000,DebtCon,Office,3,0,0,98.433333333,13,14,
03663,M,White,0,19300,83141,112096,DebtCon,Mgr,15,0,0,255.78828901,5,31,35.514487999
03664,M,Asian,0,19300,84425,119351,DebtCon,Mgr,15,0,0,238.66869708,4,31,38.298278157
03665,F,White,0,19300,50554,76140,DebtCon,Mgr,9,2,0,78.276625282,3,27,36.026904369
03666,F,Other,0,19300,53710,78082,DebtCon,Other,5,,,114.14269623,0,7,36.991343492
03667,M,White,0,19300,148542,195791,DebtCon,ProfExe,12,,,110.32763507,0,23,30.536610591
03668,M,White,0,19300,73668,89061,DebtCon,Other,0,2,1,113.45356121,2,25,33.498815377
03669,F,Black,0,19300,31950,53814,DebtCon,ProfExe,17,0,0,178.45963721,1,20,37.134712329
03670,F,Other,1,19300,27747,43740,DebtCon,Office,7,1,0,167.65798082,1,16,35.086070551
03671,M,White,0,19300,76807,103026,HomeImp,Mgr,13,0,0,169.24875269,0,27,34.876358722
03672,M,White,0,19300,99714,126965,HomeImp,Mgr,0,0,1,301.75357401,1,20,43.290941693
03673,F,White,1,19300,152000,182000,HomeImp,Self,1,,,,,,
03674,F,Multiracial,0,19300,39926,101208,HomeImp,Other,4,0,0,140.05163825,0,14,31.545694154
03675,F,Multiracial,0,19300,33970,102792,HomeImp,Other,6,0,0,145.02024526,0,14,31.874217469
03676,F,Multiracial,0,19300,98769,121140,HomeImp,Mgr,0,0,1,313.92451539,0,20,43.085543048
03677,F,White,0,19300,146465,192854,DebtCon,ProfExe,13,,,110.64880682,1,23,29.975576027
03678,M,White,0,19300,91004,116827,DebtCon,ProfExe,6,0,0,163.28211809,1,20,20.206032584
03679,F,White,0,19300,51580,83518,DebtCon,Other,13,0,0,89.525931995,0,9,7.1484132133
03680,M,White,1,19300,96454,157809,DebtCon,Other,3,0,0,1168.2335609,0,0,40.206138263
03681,M,White,0,19300,72752,106084,DebtCon,Office,11,0,0,193.7070998,1,13,30.686105632
03682,F,Black,0,19400,39928,106271,HomeImp,Other,6,0,0,129.17827724,0,14,31.922154922
03683,F,White,0,19400,45036,78900,Null,Null,,,,,,,40.023967978
03684,F,White,0,19400,63508,12414,DebtCon,Other,5,,,64.407604619,1,16,40.570169157
03685,M,Multiracial,0,19400,167450,200902,DebtCon,ProfExe,9,0,0,264.69798241,1,37,25.630798735
03686,M,White,0,19400,51360,76100,DebtCon,Office,1,0,0,222.83211812,0,11,36.263336197
03687,F,White,0,19400,39334,103578,HomeImp,Other,6,0,0,127.5305161,0,15,31.367627185
03688,M,White,0,19400,53000,82800,DebtCon,Other,18,0,0,206.96666667,1,22,
03689,M,Black,0,19400,109812,172705,DebtCon,Office,5,0,0,204.10541489,3,23,43.338407206
03690,F,White,0,19400,110745,173474,DebtCon,Office,6,0,0,217.40670533,4,23,42.220407153
03691,M,White,1,19400,86219,126904,HomeImp,Other,0,0,0,,0,0,34.480849784
03692,F,Black,1,19400,178000,219300,HomeImp,ProfExe,12,0,0,214.36666667,0,26,
03693,M,White,0,19400,52677,80424,DebtCon,Mgr,9,2,0,65.847530367,2,28,34.950823101
03694,F,White,0,19400,71515,100771,DebtCon,Other,,1,1,223.17108437,2,13,40.705043705
03695,M,Multiracial,0,19500,94543,127718,DebtCon,ProfExe,11,,,132.40785557,,24,30.85706709
03696,M,White,1,19500,100077,122352,DebtCon,Office,3,0,0,58.861027463,0,9,38.121518334
03697,M,White,0,19500,51333,77732,Null,Null,,,,,,,37.398316563
03698,M,White,0,19500,92663,152627,HomeImp,ProfExe,3,0,0,106.7126279,0,16,35.367656803
03699,M,White,0,19500,98718,122659,HomeImp,Mgr,0,0,1,324.25708383,0,20,42.546020912
03700,M,Multiracial,0,19500,88909,140092,DebtCon,Mgr,13,0,0,163.56250439,1,25,33.005016664
03701,M,Other,0,19500,9475,30000,DebtCon,Other,0,1,0,33.466666667,2,4,
03702,M,White,0,19500,105000,138375,DebtCon,Office,12,0,2,219.13333333,0,25,
03703,M,White,1,19500,50000,89100,Null,ProfExe,7,2,1,86.233333333,4,25,
03704,M,Multiracial,1,19500,47000,70000,DebtCon,Mgr,15,0,0,220.16666667,5,21,
03705,F,Other,0,19500,8861,170687,HomeImp,Mgr,23,0,0,76.788495476,2,20,31.584002863
03706,M,White,0,19500,58474,89240,DebtCon,Office,6,,,172.87214555,,15,38.823782794
03707,F,White,0,19500,52080,89913,DebtCon,Other,12,0,0,110.76030661,0,9,4.337283357
03708,M,Multiracial,0,19500,58638,13930,DebtCon,Other,4,,,69.005027135,0,16,42.50002486
03709,F,White,0,19500,48835,72566,DebtCon,ProfExe,9,0,0,191.27539659,1,42,39.612425643
03710,M,White,0,19500,10506,70945,DebtCon,Office,,0,0,247.79199149,0,22,39.755605133
03711,M,Multiracial,0,19500,100446,121516,HomeImp,Mgr,0,0,0,306.11110407,1,20,43.021823381
03712,M,Black,0,19600,64000,90000,DebtCon,Mgr,9,0,0,195.8,2,19,
03713,F,White,1,19600,117646,149975,DebtCon,Other,4,0,0,114.21361486,1,12,31.222802648
03714,M,White,1,19600,94419,123705,DebtCon,Self,19,,2,92.739380404,0,22,84.379034083
03715,M,White,0,19600,55169,86203,DebtCon,Other,18,0,0,223.60332921,1,22,33.755272795
03716,F,Other,1,19600,109500,136000,DebtCon,ProfExe,12,2,0,183.96666667,3,32,
03717,M,White,0,19600,33284,61824,DebtCon,Other,14,0,0,119.47307291,1,17,37.784523666
03718,M,Multiracial,0,19600,53662,80055,DebtCon,Other,6,,,99.085542373,0,8,37.518297806
03719,M,White,0,19600,49984,84519,DebtCon,Other,12,0,0,92.811333225,0,10,7.6140654223
03720,F,White,0,19600,85984,112721,DebtCon,Mgr,18,0,0,239.13779406,4,31,36.031180289
03721,F,White,0,19600,128876,162994,DebtCon,Office,2,,1,382.31221703,,52,36.06796344
03722,M,White,0,19700,33529,61209,DebtCon,Other,17,0,0,112.15874119,0,18,40.725296117
03723,F,Multiracial,0,19700,49793,113200,DebtCon,ProfExe,16,0,0,251.10419791,0,19,25.033745755
03724,M,White,1,19700,62351,84624,DebtCon,Mgr,0,1,0,88.126516775,1,22,54.241334737
03725,F,White,0,19700,93040,113362,DebtCon,ProfExe,6,0,0,135.81385685,3,21,19.704394465
03726,F,White,0,19700,32989,75950,DebtCon,ProfExe,9,0,0,283.1,0,19,
03727,F,White,0,19700,23921,134867,DebtCon,Other,9,0,0,374.1271833,0,10,38.865655196
03728,M,White,0,19700,60999,89841,DebtCon,Office,0,0,0,82.103881006,0,22,36.279990349
03729,M,Multiracial,0,19700,5700,24457,DebtCon,Other,,0,0,60.156329912,1,19,41.363878281
03730,M,Other,0,19700,105135,147353,DebtCon,Office,11,0,2,225.69612759,0,24,43.009650533
03731,F,White,0,19700,70709,97394,DebtCon,Mgr,0,0,0,94.860466383,0,17,25.556707636
03732,M,White,1,19700,139534,172125,DebtCon,Other,0,0,0,101.94351853,6,17,32.761083981
03733,F,White,0,19700,19349,133226,DebtCon,Other,9,0,0,342.31635733,1,9,40.147908351
03734,M,Multiracial,0,19800,73557,95770,DebtCon,Mgr,0,0,0,70.029159184,0,17,25.596617373
03735,F,Asian,0,19800,56745,83146,DebtCon,Other,11,0,0,85.253619221,0,10,7.8621936317
03736,F,White,0,19800,51454,68073,HomeImp,Office,1,0,0,130.97479082,0,17,32.304944123
03737,F,Other,0,19800,47488,77916,Null,Null,,,,,,,37.308246697
03738,M,Multiracial,0,19800,99137,121781,HomeImp,Mgr,4,0,1,302.1278732,1,20,39.510628341
03739,M,White,0,19800,13830,85587,DebtCon,Other,20,0,0,229.51829511,3,40,35.311065856
03740,F,Multiracial,0,19800,63701,14609,DebtCon,Other,4,,,62.359738199,1,17,41.874197914
03741,M,White,0,19800,65021,95188,DebtCon,Mgr,1,0,0,73.081337497,0,16,27.442542523
03742,F,White,0,19800,69174,95154,HomeImp,ProfExe,6,0,0,59.459256192,0,16,31.254821634
03743,F,White,0,19900,90966,154351,HomeImp,ProfExe,4,0,0,103.97544215,0,17,35.405919939
03744,M,Black,0,19900,128219,162012,DebtCon,Office,1,,0,374.02376692,,52,37.888166956
03745,F,White,0,19900,168732,224270,DebtCon,Office,12,0,0,217.63725461,0,32,41.549331297
03746,M,White,0,19900,64620,91504,DebtCon,Office,6,,,178.57486595,,16,37.725801189
03747,F,White,0,19900,45748,82516,Null,Null,,,,,,,39.313878015
03748,F,Asian,0,19900,96435,130019,DebtCon,Office,27,0,0,274.2825562,3,16,32.469202654
03749,M,Other,0,19900,132878,199172,HomeImp,ProfExe,14,0,0,197.92380603,0,22,35.330603966
03750,M,White,0,19900,25589,90051,DebtCon,ProfExe,8,0,0,138.99051437,0,20,30.271092445
03751,F,White,1,19900,93619,130000,DebtCon,Office,9,2,5,210.96666667,2,18,
03752,M,Asian,0,19900,170947,222227,DebtCon,Office,13,0,0,220.0164639,1,31,42.235796358
03753,M,White,0,19900,68830,107598,DebtCon,Office,10,0,0,202.93419537,2,13,30.957516266
03754,F,White,0,19900,4641,23636,DebtCon,Other,,0,0,63.535254747,1,19,40.442378233
03755,F,Other,0,19900,16232,70592,DebtCon,Office,,0,0,242.36540259,0,22,39.446251418
03756,F,Black,0,19900,74193,94078,HomeImp,ProfExe,7,0,0,81.414351704,0,15,32.033550455
03757,M,Asian,0,19900,78142,102085,HomeImp,Mgr,12,0,0,160.36703279,0,27,34.099757111
03758,M,White,0,20000,59936,12737,DebtCon,Other,5,,,63.395400361,0,17,40.446579317
03759,M,Other,0,20000,38955,80680,DebtCon,ProfExe,8,0,0,295.3007793,0,18,40.390956012
03760,F,White,0,20000,9647,31920,DebtCon,Other,0,1,0,24.686231454,1,3,28.94036033
03761,F,Asian,0,20000,43087,61438,DebtCon,Other,14,0,0,276.56241531,0,20,29.295178776
03762,F,Black,0,20000,99000,140000,HomeImp,Null,,,,,,,
03763,M,Black,1,20000,72000,103000,DebtCon,ProfExe,0.5,0,0,174.3,3,23,
03764,M,Asian,0,20000,170706,224233,DebtCon,Office,11,0,0,207.03468454,0,32,41.102489224
03765,F,Asian,0,20000,46775,70236,DebtCon,ProfExe,9,0,0,179.08237426,1,41,40.430695412
03766,M,White,1,20000,68958,99875,DebtCon,ProfExe,11,1,1,117.66666667,0,23,
03767,F,White,1,20000,,115750,HomeImp,Other,,0,2,132.53333333,0,10,
03768,F,Asian,1,20000,71254,109200,DebtCon,Other,10,,,,,,
03769,F,White,1,20000,27900,,HomeImp,Mgr,21,,,,,,
03770,M,Other,1,20000,145500,194000,HomeImp,Self,4.5,0,0,67.9,5,5,
03771,F,White,1,20000,125000,165000,DebtCon,ProfExe,2,0,0,314.5,0,30,
03772,F,Multiracial,1,20000,73400,94000,DebtCon,Mgr,9,0,0,270,2,14,
03773,M,Asian,0,20000,99300,139150,HomeImp,ProfExe,10,0,0,162.36666667,1,23,
03774,M,Multiracial,0,20000,69742.61,180000,Null,Other,11,0,0,366.3,1,17,
03775,M,Black,0,20000,59964,100000,DebtCon,Office,8,,1,106.83333333,2,18,
03776,M,White,0,20000,,90000,HomeImp,Other,8,0,0,181.7,1,16,
03777,F,White,0,20000,30000,46500,HomeImp,Self,5,1,,127.6,,11,
03778,F,Other,0,20000,79741,117600,DebtCon,Other,10,0,0,291.16666667,2,17,
03779,F,White,0,20000,55746,105230,DebtCon,ProfExe,16,0,3,282.06666667,1,36,
03780,M,Multiracial,0,20000,85704,94200,DebtCon,ProfExe,2,1,0,123.9,0,20,
03781,M,White,0,20000,,73800,DebtCon,Sales,4,0,0,404.76666667,0,24,
03782,F,White,0,20000,125000,162975,DebtCon,ProfExe,7,0,0,178.53333333,0,38,
03783,M,White,0,20000,13316,50150,DebtCon,Other,26,0,2,214.03333333,0,25,
03784,M,White,0,20000,32000,56373,DebtCon,Other,1,0,0,113.56666667,1,17,
03785,F,Other,0,20000,126324,171450,Null,Mgr,26,,5,329.56666667,1,28,
03786,M,Multiracial,0,20000,,64928.84,HomeImp,Office,8,0,0,122.66666667,2,5,
03787,F,Multiracial,0,20000,66820,100000,HomeImp,Other,5,0,0,217.26666667,1,13,
03788,M,Other,0,20000,56135,93234,HomeImp,ProfExe,18,0,0,630.03333333,1,24,
03789,M,Other,0,20000,81800,106600,DebtCon,Mgr,24,,1,313.76666667,1,43,
03790,M,White,0,20000,61843,95595,HomeImp,Office,14,0,0,135.96666667,0,14,
03791,F,White,0,20000,49034,98250,DebtCon,Office,2,0,4,167.36666667,0,47,
03792,M,White,0,20000,74368,105000,DebtCon,Other,,0,0,180.6,2,25,
03793,F,White,0,20000,145000,117500,Null,ProfExe,5,0,0,96.4,3,34,
03794,M,Multiracial,0,20000,56683,90600,DebtCon,Office,2,0,0,155.2,1,22,
03795,M,Multiracial,0,20000,135631.66,177000,HomeImp,Mgr,8,0,0,321.63333333,0,17,
03796,F,White,0,20000,,128042,HomeImp,Other,0,0,0,314.53333333,3,21,
03797,M,White,0,20000,29400,52000,DebtCon,Other,,0,0,219.13333333,0,13,
03798,F,Other,0,20000,132436,180000,DebtCon,ProfExe,22,0,0,221.16666667,1,24,
03799,M,Multiracial,0,20000,83205,132000,DebtCon,Other,11,0,0,97.4,3,15,
03800,M,Asian,0,20000,127826,277500,HomeImp,Mgr,3,0,0,193.8,0,15,
03801,F,White,0,20000,39000,62000,DebtCon,Office,6,0,0,170.43333333,2,27,
03802,F,Asian,1,20000,161000,204000,DebtCon,ProfExe,5,3,7,205.93333333,5,25,
03803,F,White,1,20000,117820,154000,DebtCon,Mgr,3,0,0,70.998127341,0,29,
03804,F,White,1,20000,60336,132430,DebtCon,Other,25,1,0,258.66666667,1,21,
03805,F,White,1,20000,151982,,DebtCon,Self,,2,5,146.5,1,43,
03806,M,White,1,20000,78500,109725,DebtCon,ProfExe,9.8,,1,117.66666667,2,30,
03807,M,White,1,20000,104000,139900,DebtCon,Other,15,1,1,95.366666667,4,49,
03808,F,White,1,20000,16000,87300,DebtCon,Other,28,1,6,232.33333333,1,21,
03809,F,White,1,20000,122000,166100,DebtCon,ProfExe,2.6,0,2,206.96666667,1,18,
03810,M,White,1,20000,47696.03,112700,DebtCon,Other,16,0,3,123.76666667,0,23,
03811,F,White,1,20000,14361,50000,DebtCon,Other,,0,1,216.06666667,1,10,
03812,F,White,1,20000,143000,185625,DebtCon,Office,1.5,2,3,73.033333333,2,11,
03813,F,White,1,20000,21300,308600,HomeImp,ProfExe,2,1,0,274.9,0,30,
03814,M,White,1,20000,11000,75000,DebtCon,Other,7,1,3,267.83333333,1,23,
03815,M,White,1,20000,116932,138072,HomeImp,Other,19,0,0,171.46666667,2,23,
03816,M,White,1,20000,70862,201500,Null,Mgr,9.3,0,1,290.16670565,1,25,
03817,F,Multiracial,1,20000,87800,163800,Null,Mgr,14,2,6,244.06666667,,25,
03818,M,Asian,1,20000,86019,94350,DebtCon,Other,3.7,0,1,119.7,0,16,
03819,F,White,1,20000,142500,190000,DebtCon,Mgr,0.2,2,4,313.53333333,3,18,
03820,F,Other,1,20000,107000,146400,DebtCon,Office,0.1,0,2,234.33333333,2,32,
03821,M,Multiracial,1,20000,77900,105400,DebtCon,Mgr,4,0,0,110.6,0,17,
03822,F,Multiracial,0,20000,23140,47548,DebtCon,Other,1,,,322.00459581,,24,35.459509616
03823,F,White,0,20000,27782,58313,DebtCon,ProfExe,16,0,0,185.17063715,1,20,38.68480699
03824,F,White,0,20000,,78232,DebtCon,Sales,2,0,0,399.74188176,0,23,23.948854331
03825,F,White,0,20000,22036,51068,DebtCon,Other,25,0,2,210.71986666,0,25,29.16004451
03826,F,Multiracial,0,20000,28440,91704,DebtCon,ProfExe,10,0,0,143.63743879,0,20,30.206893343
03827,F,Asian,0,20000,9722,173518,HomeImp,Mgr,21,0,0,89.211954836,2,20,31.120877405
03828,M,White,0,20000,105422,146613,HomeImp,Null,,,,,,,38.039855031
03829,F,White,0,20000,,26507,DebtCon,ProfExe,7,0,0,92.426673817,1,19,20.683740382
03830,F,Other,0,20000,,130063,HomeImp,Other,2,0,0,323.90195474,2,21,32.314419378
03831,F,White,0,20000,129682,180746,Null,Mgr,24,,4,322.20025857,0,27,30.891171386
03832,M,Black,0,20100,78915,119400,DebtCon,Mgr,18,0,0,232.82670618,4,30,36.648679723
03833,M,White,0,20100,74013,106578,HomeImp,Mgr,13,1,0,164.44581132,0,27,33.916244151
03834,F,Multiracial,0,20100,14749,74584,DebtCon,Office,,0,0,252.60593155,0,22,38.801877068
03835,F,White,0,20100,38614,56295,HomeImp,Self,3,1,,132.61652146,,11,25.792653495
03836,F,White,0,20100,20153,94279,DebtCon,Other,21,0,0,227.18251723,2,40,36.696630096
03837,M,White,0,20100,,22971,DebtCon,ProfExe,5,0,0,102.72665449,1,18,18.507802639
03838,F,White,0,20100,70491,100797,DebtCon,Other,,2,0,247.03727185,2,14,40.272149382
03839,F,White,1,20100,16755,29412,HomeImp,Other,3,1,0,62.050110801,2,21,58.132182899
03840,F,White,1,20100,54098,88939,Null,Null,,,,,,,
03841,M,Other,0,20100,62661,87329,DebtCon,Other,18,0,0,198.34134329,0,22,32.83817817
03842,F,Asian,0,20100,36486,46883,HomeImp,Self,3,0,,117.78337902,,10,24.851456756
03843,F,White,0,20100,54257,68830,DebtCon,ProfExe,10,0,0,201.05642041,0,41,37.180181309
03844,M,White,0,20100,45764,79967,Null,Null,,,,,,,38.647727907
03845,F,Black,0,20100,59726,79982,DebtCon,Mgr,8,1,0,74.210758656,2,28,36.846921785
03846,F,White,0,20100,57192,82870,DebtCon,Other,5,,,91.701436768,0,7,36.635230799
03847,M,White,0,20100,104183,139637,HomeImp,ProfExe,10,0,0,162.00418077,1,23,34.624202813
03848,F,White,0,20100,72775,102308,DebtCon,Office,8,0,0,206.47884516,2,13,32.782971421
03849,F,White,0,20100,171132,201214,DebtCon,ProfExe,11,0,0,250.92306961,0,38,25.965532663
03850,F,Black,0,20100,137009,286955,HomeImp,Mgr,3,0,0,196.98411618,0,14,30.08535009
03851,F,White,0,20100,84965,110676,DebtCon,Mgr,18,0,0,244.02972997,5,30,38.627830219
03852,M,White,0,20200,105278,180304,DebtCon,Office,6,0,0,218.65781872,3,24,41.80676309
03853,M,Black,0,20200,9297,26699,DebtCon,Other,,0,0,55.705497287,2,18,41.718958392
03854,F,White,0,20200,88020,139200,DebtCon,Other,10,0,0,99.04640244,3,15,39.916957294
03855,M,Other,0,20200,25956,92553,DebtCon,ProfExe,7,0,0,156.2693203,0,21,28.290439504
03856,M,White,0,20200,125647,166423,DebtCon,Office,1,,0,395.14876133,,51,36.132509986
03857,F,White,0,20200,61303,97780,HomeImp,ProfExe,17,0,1,632.1031857,1,24,20.737039009
03858,F,White,0,20200,,72469,HomeImp,Office,8,0,0,120.30325703,2,5,20.505771156
03859,F,Black,0,20200,137000,174685,DebtCon,ProfExe,6,,,183.66666667,5,43,
03860,M,White,0,20200,35819,49843,HomeImp,Self,4,0,,121.10222953,,11,27.037512902
03861,F,White,0,20200,51588,121752,DebtCon,ProfExe,14,0,0,253.24896672,0,20,26.43068063
03862,M,Multiracial,0,20200,153084,196968,DebtCon,Other,6,0,0,,1,16,32.011799943
03863,F,White,0,20200,45088,65211,DebtCon,Office,10,0,2,118.56966954,1,22,43.454512149
03864,F,Asian,1,20200,33000,62400,HomeImp,Other,1,0,0,123.8,2,2,
03865,M,White,0,20200,61477,98143,DebtCon,Office,1,0,0,156.92908886,0,21,36.099868346
03866,F,Asian,0,20200,51449,69060,DebtCon,Office,2,0,0,216.21808098,0,12,33.333582017
03867,M,Black,0,20200,,68031,HomeImp,Office,6,0,0,120.59346503,1,4,18.320487992
03868,F,White,0,20200,34676,62987,DebtCon,Other,1,0,0,112.79908664,0,17,22.093045945
03869,F,White,0,20200,59347,97816,HomeImp,ProfExe,18,0,0,618.73589016,1,24,21.668642273
03870,M,Multiracial,0,20200,41479,70102,DebtCon,Office,5,0,0,172.91171488,2,26,33.834671174
03871,M,Black,1,20200,82181,119535,DebtCon,Office,41,0,0,105.21929675,3,28,52.734860612
03872,F,White,0,20200,130401,171686,DebtCon,ProfExe,7,0,0,178.94254482,0,38,20.327137907
03873,M,White,0,20300,59809,107994,DebtCon,ProfExe,15,0,3,263.99129317,0,36,26.50856379
03874,M,White,0,20300,90048,129230,DebtCon,ProfExe,13,,,134.94259728,,25,30.236554055
03875,M,White,0,20300,71387,107363,HomeImp,Other,4,0,0,219.87473017,0,13,29.567221404
